NUMERO,RAMA,CURSO,COMUNIDAD,PRIVADA,PRESENCIAL,SEXO,NACIONALIDAD,NOTA_MATEMATICAS,NOTA_BIOLOGIA,NOTA_LENGUA,NOTA_TECNOLOGIA,MEDIA,BECADO
0,Ciencias,2021,Castilla y Leon,1,1,Mujer,Resto de Africa,"9,03","6,92","6,45","8,65","7,76",0
0,Ciencias,2022,Castilla y Leon,1,1,Mujer,Resto de Africa,"9,04","6,93","6,46","8,65","7,77",1
19,Ciencias Sociales y Juridicas,2016,Castilla y Leon,1,1,Mujer,Resto de Africa,"4,92","6,91","9,76","6,42",7,0
17,Ciencias Sociales y Juridicas,2017,Castilla y Leon,1,1,Mujer,Resto de Africa,"4,92","6,91","9,77","6,42","7,01",0
28,Ciencias Sociales y Juridicas,2018,Castilla y Leon,1,1,Mujer,Resto de Africa,"4,92","6,91","9,77","6,42","7,01",0
36,Ciencias Sociales y Juridicas,2019,Castilla y Leon,1,1,Mujer,Resto de Africa,"4,93","6,92","9,78","6,43","7,02",0
48,Ciencias Sociales y Juridicas,2020,Castilla y Leon,1,1,Mujer,Resto de Africa,"4,93","6,92","9,78","6,43","7,02",0
51,Ciencias Sociales y Juridicas,2021,Castilla y Leon,1,1,Mujer,Resto de Africa,"4,93","6,92","9,79","6,43","7,02",0
5,Ciencias Sociales y Juridicas,2022,Castilla y Leon,1,1,Mujer,Resto de Africa,"4,93","6,93","9,79","6,44","7,02",0
4,Ingenieria y Arquitectura,2016,Castilla y Leon,1,1,Mujer,Resto de Africa,"7,99","5,89","6,44","9,73","7,51",0
5,Ingenieria y Arquitectura,2017,Castilla y Leon,1,1,Mujer,Resto de Africa,"7,99","5,9","6,44","9,74","7,52",0
3,Ingenieria y Arquitectura,2018,Castilla y Leon,1,1,Mujer,Resto de Africa,8,"5,9","6,44","9,74","7,52",0
0,Ingenieria y Arquitectura,2019,Castilla y Leon,1,1,Mujer,Resto de Africa,8,"5,9","6,45","9,75","7,52",1
3,Ingenieria y Arquitectura,2020,Castilla y Leon,1,1,Mujer,Resto de Africa,8,"5,9","6,45","9,75","7,52",0
8,Ingenieria y Arquitectura,2021,Castilla y Leon,1,1,Mujer,Resto de Africa,"8,01","5,91","6,45","9,75","7,53",0
0,Ingenieria y Arquitectura,2022,Castilla y Leon,1,1,Mujer,Resto de Africa,"8,01","5,91","6,46","9,76","7,54",0
0,Artes y Humanidades,2016,Castilla y Leon,1,1,Mujer,Resto de Africa,"4,92","5,89","9,76","5,31","6,47",0
1,Artes y Humanidades,2017,Castilla y Leon,1,1,Mujer,Resto de Africa,"4,92","5,9","9,77","5,32","6,48",0
2,Artes y Humanidades,2018,Castilla y Leon,1,1,Mujer,Resto de Africa,"4,92","5,9","9,77","5,32","6,48",0
1,Artes y Humanidades,2019,Castilla y Leon,1,1,Mujer,Resto de Africa,"4,93","5,9","9,78","5,32","6,48",0
5,Artes y Humanidades,2020,Castilla y Leon,1,1,Mujer,Resto de Africa,"4,93","5,9","9,78","5,32","6,48",0
1,Artes y Humanidades,2021,Castilla y Leon,1,1,Mujer,Resto de Africa,"4,93","5,91","9,79","5,33","6,49",0
2,Artes y Humanidades,2022,Castilla y Leon,1,1,Mujer,Resto de Africa,"4,93","5,91","9,79","5,33","6,49",0
0,Ciencias de la Salud,2016,Castilla y Leon,1,1,Mujer,Resto de Africa,"6,96","8,94","7,55","6,42","7,47",1
1,Ciencias de la Salud,2017,Castilla y Leon,1,1,Mujer,Resto de Africa,"6,97","8,94","7,55","6,42","7,47",0
0,Ciencias de la Salud,2018,Castilla y Leon,1,1,Mujer,Resto de Africa,"6,97","8,94","7,55","6,42","7,47",1
0,Ciencias de la Salud,2019,Castilla y Leon,1,1,Mujer,Resto de Africa,"6,98","8,95","7,56","6,43","7,48",0
1,Ciencias de la Salud,2020,Castilla y Leon,1,1,Mujer,Resto de Africa,"6,98","8,95","7,56","6,43","7,48",0
0,Ciencias de la Salud,2021,Castilla y Leon,1,1,Mujer,Resto de Africa,"6,98","8,96","7,57","6,43","7,48",0
0,Ciencias de la Salud,2022,Castilla y Leon,1,1,Mujer,Resto de Africa,"6,99","8,96","7,57","6,44","7,49",0
0,Ciencias,2016,Castilla y Leon,1,1,Mujer,Resto de Africa,"9,01","6,91","6,44","8,63","7,75",0
0,Ciencias,2017,Castilla y Leon,1,1,Mujer,Resto de Africa,"9,01","6,91","6,44","8,63","7,75",0
0,Ciencias,2018,Castilla y Leon,1,1,Mujer,Resto de Africa,"9,02","6,91","6,44","8,63","7,75",0
0,Ciencias,2019,Castilla y Leon,1,1,Mujer,Resto de Africa,"9,02","6,92","6,45","8,64","7,76",1
0,Ciencias,2020,Castilla y Leon,1,1,Mujer,Resto de Africa,"9,03","6,92","6,45","8,64","7,76",0
0,Ciencias,2021,Castilla y Leon,1,1,Mujer,Resto de Africa,"9,03","6,92","6,45","8,65","7,76",0
345,Ciencias Sociales y Juridicas,2016,Castilla y Leon,1,0,Hombre,Espana,"4,41","6,4","9,21","5,86","6,47",0
465,Ciencias Sociales y Juridicas,2017,Castilla y Leon,1,0,Hombre,Espana,"4,41","6,4","9,21","5,87","6,47",0
252,Ciencias Sociales y Juridicas,2018,Castilla y Leon,1,0,Hombre,Espana,"4,41","6,41","9,22","5,87","6,48",0
151,Ciencias Sociales y Juridicas,2019,Castilla y Leon,1,0,Hombre,Espana,"4,41","6,41","9,22","5,87","6,48",0
172,Ciencias Sociales y Juridicas,2020,Castilla y Leon,1,0,Hombre,Espana,"4,42","6,41","9,23","5,88","6,48",0
121,Ciencias Sociales y Juridicas,2021,Castilla y Leon,1,0,Hombre,Espana,"4,42","6,42","9,23","5,88","6,49",0
36,Ciencias Sociales y Juridicas,2022,Castilla y Leon,1,0,Hombre,Espana,"4,42","6,42","9,24","5,88","6,49",0
36,Ingenieria y Arquitectura,2016,Castilla y Leon,1,0,Hombre,Espana,"7,48","5,39","5,88","9,18","6,98",0
49,Ingenieria y Arquitectura,2017,Castilla y Leon,1,0,Hombre,Espana,"7,48","5,39","5,89","9,18","6,98",0
34,Ingenieria y Arquitectura,2018,Castilla y Leon,1,0,Hombre,Espana,"7,48","5,39","5,89","9,19","6,99",0
29,Ingenieria y Arquitectura,2019,Castilla y Leon,1,0,Hombre,Espana,"7,49","5,39","5,89","9,19","6,99",0
21,Ingenieria y Arquitectura,2020,Castilla y Leon,1,0,Hombre,Espana,"7,49","5,4","5,9","9,2",7,0
10,Ingenieria y Arquitectura,2021,Castilla y Leon,1,0,Hombre,Espana,"7,49","5,4","5,9","9,2",7,0
0,Ingenieria y Arquitectura,2022,Castilla y Leon,1,0,Hombre,Espana,"7,5","5,4","5,9","9,21",7,0
0,Artes y Humanidades,2016,Castilla y Leon,1,0,Hombre,Espana,"4,41","5,39","9,21","4,76","5,94",0
0,Artes y Humanidades,2017,Castilla y Leon,1,0,Hombre,Espana,"4,41","5,39","9,21","4,76","5,94",0
0,Artes y Humanidades,2018,Castilla y Leon,1,0,Hombre,Espana,"4,41","5,39","9,22","4,77","5,95",0
0,Artes y Humanidades,2019,Castilla y Leon,1,0,Hombre,Espana,"4,41","5,39","9,22","4,77","5,95",0
0,Artes y Humanidades,2020,Castilla y Leon,1,0,Hombre,Espana,"4,42","5,4","9,23","4,77","5,96",0
0,Artes y Humanidades,2021,Castilla y Leon,1,0,Hombre,Espana,"4,42","5,4","9,23","4,77","5,96",0
196,Artes y Humanidades,2022,Castilla y Leon,1,0,Hombre,Espana,"4,42","5,4","9,24","4,77","5,96",0
336,Ciencias de la Salud,2016,Castilla y Leon,1,0,Hombre,Espana,"6,45","8,43","6,99","5,86","6,93",0
345,Ciencias de la Salud,2017,Castilla y Leon,1,0,Hombre,Espana,"6,46","8,43",7,"5,87","6,94",0
320,Ciencias de la Salud,2018,Castilla y Leon,1,0,Hombre,Espana,"6,46","8,44",7,"5,87","6,94",0
23,Ciencias de la Salud,2019,Castilla y Leon,1,0,Hombre,Espana,"6,46","8,44",7,"5,87","6,94",0
28,Ciencias de la Salud,2020,Castilla y Leon,1,0,Hombre,Espana,"6,47","8,45","7,01","5,88","6,95",0
174,Ciencias de la Salud,2021,Castilla y Leon,1,0,Hombre,Espana,"6,47","8,45","7,01","5,88","6,95",0
0,Ciencias de la Salud,2022,Castilla y Leon,1,0,Hombre,Espana,"6,47","8,45","7,01","5,88","6,95",0
0,Ciencias,2016,Castilla y Leon,1,0,Hombre,Espana,"8,5","6,4","5,88","8,07","7,21",0
0,Ciencias,2017,Castilla y Leon,1,0,Hombre,Espana,"8,5","6,4","5,89","8,08","7,22",0
0,Ciencias,2018,Castilla y Leon,1,0,Hombre,Espana,"8,51","6,41","5,89","8,08","7,22",0
0,Ciencias,2019,Castilla y Leon,1,0,Hombre,Espana,"8,51","6,41","5,89","8,09","7,22",0
0,Ciencias,2020,Castilla y Leon,1,0,Hombre,Espana,"8,52","6,41","5,9","8,09","7,23",0
0,Ciencias,2021,Castilla y Leon,1,0,Hombre,Espana,"8,52","6,42","5,9","8,09","7,23",0
2,Ciencias Sociales y Juridicas,2016,Castilla y Leon,1,0,Hombre,Union Europea,"4,41","6,4","9,21","5,86","6,47",0
4,Ciencias Sociales y Juridicas,2017,Castilla y Leon,1,0,Hombre,Union Europea,"4,41","6,4","9,21","5,87","6,47",0
6,Ciencias Sociales y Juridicas,2018,Castilla y Leon,1,0,Hombre,Union Europea,"4,41","6,41","9,22","5,87","6,48",0
4,Ciencias Sociales y Juridicas,2019,Castilla y Leon,1,0,Hombre,Union Europea,"4,41","6,41","9,22","5,87","6,48",0
1,Ciencias Sociales y Juridicas,2020,Castilla y Leon,1,0,Hombre,Union Europea,"4,42","6,41","9,23","5,88","6,48",0
0,Ciencias Sociales y Juridicas,2021,Castilla y Leon,1,0,Hombre,Union Europea,"4,42","6,42","9,23","5,88","6,49",0
0,Ciencias Sociales y Juridicas,2022,Castilla y Leon,1,0,Hombre,Union Europea,"4,42","6,42","9,24","5,88","6,49",0
0,Ingenieria y Arquitectura,2016,Castilla y Leon,1,0,Hombre,Union Europea,"7,48","5,39","5,88","9,18","6,98",0
0,Ingenieria y Arquitectura,2017,Castilla y Leon,1,0,Hombre,Union Europea,"7,48","5,39","5,89","9,18","6,98",0
1,Ingenieria y Arquitectura,2018,Castilla y Leon,1,0,Hombre,Union Europea,"7,48","5,39","5,89","9,19","6,99",0
0,Ingenieria y Arquitectura,2019,Castilla y Leon,1,0,Hombre,Union Europea,"7,49","5,39","5,89","9,19","6,99",0
0,Ingenieria y Arquitectura,2020,Castilla y Leon,1,0,Hombre,Union Europea,"7,49","5,4","5,9","9,2",7,0
0,Ingenieria y Arquitectura,2021,Castilla y Leon,1,0,Hombre,Union Europea,"7,49","5,4","5,9","9,2",7,0
0,Ingenieria y Arquitectura,2022,Castilla y Leon,1,0,Hombre,Union Europea,"7,5","5,4","5,9","9,21",7,0
0,Artes y Humanidades,2016,Castilla y Leon,1,0,Hombre,Union Europea,"4,41","5,39","9,21","4,76","5,94",0
0,Artes y Humanidades,2017,Castilla y Leon,1,0,Hombre,Union Europea,"4,41","5,39","9,21","4,76","5,94",0
0,Artes y Humanidades,2018,Castilla y Leon,1,0,Hombre,Union Europea,"4,41","5,39","9,22","4,77","5,95",0
0,Artes y Humanidades,2019,Castilla y Leon,1,0,Hombre,Union Europea,"4,41","5,39","9,22","4,77","5,95",0
0,Artes y Humanidades,2020,Castilla y Leon,1,0,Hombre,Union Europea,"4,42","5,4","9,23","4,77","5,96",0
0,Artes y Humanidades,2021,Castilla y Leon,1,0,Hombre,Union Europea,"4,42","5,4","9,23","4,77","5,96",0
0,Artes y Humanidades,2022,Castilla y Leon,1,0,Hombre,Union Europea,"4,42","5,4","9,24","4,77","5,96",0
1,Ciencias de la Salud,2016,Castilla y Leon,1,0,Hombre,Union Europea,"6,45","8,43","6,99","5,86","6,93",0
1,Ciencias de la Salud,2017,Castilla y Leon,1,0,Hombre,Union Europea,"6,46","8,43",7,"5,87","6,94",0
6,Ciencias de la Salud,2018,Castilla y Leon,1,0,Hombre,Union Europea,"6,46","8,44",7,"5,87","6,94",0
5,Ciencias de la Salud,2019,Castilla y Leon,1,0,Hombre,Union Europea,"6,46","8,44",7,"5,87","6,94",0
1,Ciencias de la Salud,2020,Castilla y Leon,1,0,Hombre,Union Europea,"6,47","8,45","7,01","5,88","6,95",0
1,Ciencias de la Salud,2021,Castilla y Leon,1,0,Hombre,Union Europea,"6,47","8,45","7,01","5,88","6,95",0
1,Ciencias de la Salud,2022,Castilla y Leon,1,0,Hombre,Union Europea,"6,47","8,45","7,01","5,88","6,95",0
0,Ciencias,2016,Castilla y Leon,1,0,Hombre,Union Europea,"8,5","6,4","5,88","8,07","7,21",0
0,Ciencias,2017,Castilla y Leon,1,0,Hombre,Union Europea,"8,5","6,4","5,89","8,08","7,22",0
0,Ciencias,2018,Castilla y Leon,1,0,Hombre,Union Europea,"8,51","6,41","5,89","8,08","7,22",0
0,Ciencias,2019,Castilla y Leon,1,0,Hombre,Union Europea,"8,51","6,41","5,89","8,09","7,22",0
0,Ciencias,2020,Castilla y Leon,1,0,Hombre,Union Europea,"8,52","6,41","5,9","8,09","7,23",0
0,Ciencias,2021,Castilla y Leon,1,0,Hombre,Union Europea,"8,52","6,42","5,9","8,09","7,23",0
0,Ciencias,2022,Castilla y Leon,1,0,Hombre,Union Europea,"8,52","6,42","5,9","8,1","7,24",0
0,Ciencias Sociales y Juridicas,2016,Castilla y Leon,1,0,Hombre,Resto de Europa,"4,41","6,4","9,21","5,86","6,47",0
2,Ciencias Sociales y Juridicas,2017,Castilla y Leon,1,0,Hombre,Resto de Europa,"4,41","6,4","9,21","5,87","6,47",0
0,Ciencias Sociales y Juridicas,2018,Castilla y Leon,1,0,Hombre,Resto de Europa,"4,41","6,41","9,22","5,87","6,48",0
0,Ciencias Sociales y Juridicas,2019,Castilla y Leon,1,0,Hombre,Resto de Europa,"4,41","6,41","9,22","5,87","6,48",0
0,Ciencias Sociales y Juridicas,2020,Castilla y Leon,1,0,Hombre,Resto de Europa,"4,42","6,41","9,23","5,88","6,48",0
0,Ciencias Sociales y Juridicas,2021,Castilla y Leon,1,0,Hombre,Resto de Europa,"4,42","6,42","9,23","5,88","6,49",0
0,Ciencias Sociales y Juridicas,2022,Castilla y Leon,1,0,Hombre,Resto de Europa,"4,42","6,42","9,24","5,88","6,49",0
0,Ingenieria y Arquitectura,2016,Castilla y Leon,1,0,Hombre,Resto de Europa,"7,48","5,39","5,88","9,18","6,98",0
1,Ingenieria y Arquitectura,2017,Castilla y Leon,1,0,Hombre,Resto de Europa,"7,48","5,39","5,89","9,18","6,98",0
0,Ingenieria y Arquitectura,2018,Castilla y Leon,1,0,Hombre,Resto de Europa,"7,48","5,39","5,89","9,19","6,99",0
0,Ingenieria y Arquitectura,2019,Castilla y Leon,1,0,Hombre,Resto de Europa,"7,49","5,39","5,89","9,19","6,99",0
0,Ingenieria y Arquitectura,2020,Castilla y Leon,1,0,Hombre,Resto de Europa,"7,49","5,4","5,9","9,2",7,0
0,Ingenieria y Arquitectura,2021,Castilla y Leon,1,0,Hombre,Resto de Europa,"7,49","5,4","5,9","9,2",7,0
0,Ingenieria y Arquitectura,2022,Castilla y Leon,1,0,Hombre,Resto de Europa,"7,5","5,4","5,9","9,21",7,0
0,Artes y Humanidades,2016,Castilla y Leon,1,0,Hombre,Resto de Europa,"4,41","5,39","9,21","4,76","5,94",0
0,Artes y Humanidades,2017,Castilla y Leon,1,0,Hombre,Resto de Europa,"4,41","5,39","9,21","4,76","5,94",0
0,Artes y Humanidades,2018,Castilla y Leon,1,0,Hombre,Resto de Europa,"4,41","5,39","9,22","4,77","5,95",0
0,Artes y Humanidades,2019,Castilla y Leon,1,0,Hombre,Resto de Europa,"4,41","5,39","9,22","4,77","5,95",0
0,Artes y Humanidades,2020,Castilla y Leon,1,0,Hombre,Resto de Europa,"4,42","5,4","9,23","4,77","5,96",0
0,Artes y Humanidades,2021,Castilla y Leon,1,0,Hombre,Resto de Europa,"4,42","5,4","9,23","4,77","5,96",0
0,Artes y Humanidades,2022,Castilla y Leon,1,0,Hombre,Resto de Europa,"4,42","5,4","9,24","4,77","5,96",0
0,Ciencias de la Salud,2016,Castilla y Leon,1,0,Hombre,Resto de Europa,"6,45","8,43","6,99","5,86","6,93",0
1,Ciencias de la Salud,2017,Castilla y Leon,1,0,Hombre,Resto de Europa,"6,46","8,43",7,"5,87","6,94",0
4,Ciencias de la Salud,2018,Castilla y Leon,1,0,Hombre,Resto de Europa,"6,46","8,44",7,"5,87","6,94",0
1,Ciencias de la Salud,2019,Castilla y Leon,1,0,Hombre,Resto de Europa,"6,46","8,44",7,"5,87","6,94",0
0,Ciencias de la Salud,2020,Castilla y Leon,1,0,Hombre,Resto de Europa,"6,47","8,45","7,01","5,88","6,95",0
0,Ciencias de la Salud,2021,Castilla y Leon,1,0,Hombre,Resto de Europa,"6,47","8,45","7,01","5,88","6,95",0
0,Ciencias de la Salud,2022,Castilla y Leon,1,0,Hombre,Resto de Europa,"6,47","8,45","7,01","5,88","6,95",0
0,Ciencias,2016,Castilla y Leon,1,0,Hombre,Resto de Europa,"8,5","6,4","5,88","8,07","7,21",0
0,Ciencias,2017,Castilla y Leon,1,0,Hombre,Resto de Europa,"8,5","6,4","5,89","8,08","7,22",0
0,Ciencias,2018,Castilla y Leon,1,0,Hombre,Resto de Europa,"8,51","6,41","5,89","8,08","7,22",0
0,Ciencias,2019,Castilla y Leon,1,0,Hombre,Resto de Europa,"8,51","6,41","5,89","8,09","7,22",0
0,Ciencias,2020,Castilla y Leon,1,0,Hombre,Resto de Europa,"8,52","6,41","5,9","8,09","7,23",0
0,Ciencias,2021,Castilla y Leon,1,0,Hombre,Resto de Europa,"8,52","6,42","5,9","8,09","7,23",0
0,Ciencias,2022,Castilla y Leon,1,0,Hombre,Resto de Europa,"8,52","6,42","5,9","8,1","7,24",0
0,Ciencias Sociales y Juridicas,2016,Castilla y Leon,1,0,Hombre,EEUU y Canada,"4,41","6,4","9,21","5,86","6,47",0
0,Ciencias Sociales y Juridicas,2017,Castilla y Leon,1,0,Hombre,EEUU y Canada,"4,41","6,4","9,21","5,87","6,47",0
0,Ciencias Sociales y Juridicas,2018,Castilla y Leon,1,0,Hombre,EEUU y Canada,"4,41","6,41","9,22","5,87","6,48",0
0,Ciencias Sociales y Juridicas,2019,Castilla y Leon,1,0,Hombre,EEUU y Canada,"4,41","6,41","9,22","5,87","6,48",0
0,Ciencias Sociales y Juridicas,2020,Castilla y Leon,1,0,Hombre,EEUU y Canada,"4,42","6,41","9,23","5,88","6,48",0
0,Ciencias Sociales y Juridicas,2021,Castilla y Leon,1,0,Hombre,EEUU y Canada,"4,42","6,42","9,23","5,88","6,49",0
0,Ciencias Sociales y Juridicas,2022,Castilla y Leon,1,0,Hombre,EEUU y Canada,"4,42","6,42","9,24","5,88","6,49",0
0,Ingenieria y Arquitectura,2016,Castilla y Leon,1,0,Hombre,EEUU y Canada,"7,48","5,39","5,88","9,18","6,98",0
0,Ingenieria y Arquitectura,2017,Castilla y Leon,1,0,Hombre,EEUU y Canada,"7,48","5,39","5,89","9,18","6,98",0
0,Ingenieria y Arquitectura,2018,Castilla y Leon,1,0,Hombre,EEUU y Canada,"7,48","5,39","5,89","9,19","6,99",0
0,Ingenieria y Arquitectura,2019,Castilla y Leon,1,0,Hombre,EEUU y Canada,"7,49","5,39","5,89","9,19","6,99",0
0,Ingenieria y Arquitectura,2020,Castilla y Leon,1,0,Hombre,EEUU y Canada,"7,49","5,4","5,9","9,2",7,0
0,Ingenieria y Arquitectura,2021,Castilla y Leon,1,0,Hombre,EEUU y Canada,"7,49","5,4","5,9","9,2",7,0
0,Ingenieria y Arquitectura,2022,Castilla y Leon,1,0,Hombre,EEUU y Canada,"7,5","5,4","5,9","9,21",7,0
0,Artes y Humanidades,2016,Castilla y Leon,1,0,Hombre,EEUU y Canada,"4,41","5,39","9,21","4,76","5,94",0
0,Artes y Humanidades,2017,Castilla y Leon,1,0,Hombre,EEUU y Canada,"4,41","5,39","9,21","4,76","5,94",0
0,Artes y Humanidades,2018,Castilla y Leon,1,0,Hombre,EEUU y Canada,"4,41","5,39","9,22","4,77","5,95",0
0,Artes y Humanidades,2019,Castilla y Leon,1,0,Hombre,EEUU y Canada,"4,41","5,39","9,22","4,77","5,95",0
0,Artes y Humanidades,2020,Castilla y Leon,1,0,Hombre,EEUU y Canada,"4,42","5,4","9,23","4,77","5,96",0
0,Artes y Humanidades,2021,Castilla y Leon,1,0,Hombre,EEUU y Canada,"4,42","5,4","9,23","4,77","5,96",0
0,Artes y Humanidades,2022,Castilla y Leon,1,0,Hombre,EEUU y Canada,"4,42","5,4","9,24","4,77","5,96",0
0,Ciencias de la Salud,2016,Castilla y Leon,1,0,Hombre,EEUU y Canada,"6,45","8,43","6,99","5,86","6,93",0
0,Ciencias de la Salud,2017,Castilla y Leon,1,0,Hombre,EEUU y Canada,"6,46","8,43",7,"5,87","6,94",0
0,Ciencias de la Salud,2018,Castilla y Leon,1,0,Hombre,EEUU y Canada,"6,46","8,44",7,"5,87","6,94",0
0,Ciencias de la Salud,2019,Castilla y Leon,1,0,Hombre,EEUU y Canada,"6,46","8,44",7,"5,87","6,94",0
0,Ciencias de la Salud,2020,Castilla y Leon,1,0,Hombre,EEUU y Canada,"6,47","8,45","7,01","5,88","6,95",0
0,Ciencias de la Salud,2021,Castilla y Leon,1,0,Hombre,EEUU y Canada,"6,47","8,45","7,01","5,88","6,95",0
0,Ciencias de la Salud,2022,Castilla y Leon,1,0,Hombre,EEUU y Canada,"6,47","8,45","7,01","5,88","6,95",0
0,Ciencias,2016,Castilla y Leon,1,0,Hombre,EEUU y Canada,"8,5","6,4","5,88","8,07","7,21",0
0,Ciencias,2017,Castilla y Leon,1,0,Hombre,EEUU y Canada,"8,5","6,4","5,89","8,08","7,22",0
0,Ciencias,2018,Castilla y Leon,1,0,Hombre,EEUU y Canada,"8,51","6,41","5,89","8,08","7,22",0
0,Ciencias,2019,Castilla y Leon,1,0,Hombre,EEUU y Canada,"8,51","6,41","5,89","8,09","7,22",0
0,Ciencias,2020,Castilla y Leon,1,0,Hombre,EEUU y Canada,"8,52","6,41","5,9","8,09","7,23",0
0,Ciencias,2021,Castilla y Leon,1,0,Hombre,EEUU y Canada,"8,52","6,42","5,9","8,09","7,23",0
0,Ciencias Sociales y Juridicas,2016,Castilla y Leon,1,0,Hombre,America Latina y Caribe,"4,41","6,4","9,21","5,86","6,47",0
4,Ciencias Sociales y Juridicas,2017,Castilla y Leon,1,0,Hombre,America Latina y Caribe,"4,41","6,4","9,21","5,87","6,47",0
5,Ciencias Sociales y Juridicas,2018,Castilla y Leon,1,0,Hombre,America Latina y Caribe,"4,41","6,41","9,22","5,87","6,48",0
2,Ciencias Sociales y Juridicas,2019,Castilla y Leon,1,0,Hombre,America Latina y Caribe,"4,41","6,41","9,22","5,87","6,48",0
4,Ciencias Sociales y Juridicas,2020,Castilla y Leon,1,0,Hombre,America Latina y Caribe,"4,42","6,41","9,23","5,88","6,48",0
0,Ciencias Sociales y Juridicas,2021,Castilla y Leon,1,0,Hombre,America Latina y Caribe,"4,42","6,42","9,23","5,88","6,49",0
1,Ciencias Sociales y Juridicas,2022,Castilla y Leon,1,0,Hombre,America Latina y Caribe,"4,42","6,42","9,24","5,88","6,49",0
0,Ingenieria y Arquitectura,2016,Castilla y Leon,1,0,Hombre,America Latina y Caribe,"7,48","5,39","5,88","9,18","6,98",0
0,Ingenieria y Arquitectura,2017,Castilla y Leon,1,0,Hombre,America Latina y Caribe,"7,48","5,39","5,89","9,18","6,98",0
0,Ingenieria y Arquitectura,2018,Castilla y Leon,1,0,Hombre,America Latina y Caribe,"7,48","5,39","5,89","9,19","6,99",0
3,Ingenieria y Arquitectura,2019,Castilla y Leon,1,0,Hombre,America Latina y Caribe,"7,49","5,39","5,89","9,19","6,99",0
1,Ingenieria y Arquitectura,2020,Castilla y Leon,1,0,Hombre,America Latina y Caribe,"7,49","5,4","5,9","9,2",7,0
0,Ingenieria y Arquitectura,2021,Castilla y Leon,1,0,Hombre,America Latina y Caribe,"7,49","5,4","5,9","9,2",7,0
0,Ingenieria y Arquitectura,2022,Castilla y Leon,1,0,Hombre,America Latina y Caribe,"7,5","5,4","5,9","9,21",7,0
0,Artes y Humanidades,2016,Castilla y Leon,1,0,Hombre,America Latina y Caribe,"4,41","5,39","9,21","4,76","5,94",0
0,Artes y Humanidades,2017,Castilla y Leon,1,0,Hombre,America Latina y Caribe,"4,41","5,39","9,21","4,76","5,94",0
0,Artes y Humanidades,2018,Castilla y Leon,1,0,Hombre,America Latina y Caribe,"4,41","5,39","9,22","4,77","5,95",0
0,Artes y Humanidades,2019,Castilla y Leon,1,0,Hombre,America Latina y Caribe,"4,41","5,39","9,22","4,77","5,95",0
0,Artes y Humanidades,2020,Castilla y Leon,1,0,Hombre,America Latina y Caribe,"4,42","5,4","9,23","4,77","5,96",0
0,Artes y Humanidades,2021,Castilla y Leon,1,0,Hombre,America Latina y Caribe,"4,42","5,4","9,23","4,77","5,96",0
0,Artes y Humanidades,2022,Castilla y Leon,1,0,Hombre,America Latina y Caribe,"4,42","5,4","9,24","4,77","5,96",0
0,Ciencias de la Salud,2016,Castilla y Leon,1,0,Hombre,America Latina y Caribe,"6,45","8,43","6,99","5,86","6,93",0
7,Ciencias de la Salud,2017,Castilla y Leon,1,0,Hombre,America Latina y Caribe,"6,46","8,43",7,"5,87","6,94",0
5,Ciencias de la Salud,2018,Castilla y Leon,1,0,Hombre,America Latina y Caribe,"6,46","8,44",7,"5,87","6,94",0
6,Ciencias de la Salud,2019,Castilla y Leon,1,0,Hombre,America Latina y Caribe,"6,46","8,44",7,"5,87","6,94",0
0,Ciencias de la Salud,2020,Castilla y Leon,1,0,Hombre,America Latina y Caribe,"6,47","8,45","7,01","5,88","6,95",0
0,Ciencias de la Salud,2021,Castilla y Leon,1,0,Hombre,America Latina y Caribe,"6,47","8,45","7,01","5,88","6,95",0
1,Ciencias de la Salud,2022,Castilla y Leon,1,0,Hombre,America Latina y Caribe,"6,47","8,45","7,01","5,88","6,95",0
0,Ciencias,2016,Castilla y Leon,1,0,Hombre,America Latina y Caribe,"8,5","6,4","5,88","8,07","7,21",1
0,Ciencias,2017,Castilla y Leon,1,0,Hombre,America Latina y Caribe,"8,5","6,4","5,89","8,08","7,22",0
0,Ciencias,2018,Castilla y Leon,1,0,Hombre,America Latina y Caribe,"8,51","6,41","5,89","8,08","7,22",0
0,Ciencias,2019,Castilla y Leon,1,0,Hombre,America Latina y Caribe,"8,51","6,41","5,89","8,09","7,22",0
0,Ciencias,2020,Castilla y Leon,1,0,Hombre,America Latina y Caribe,"8,52","6,41","5,9","8,09","7,23",0
0,Ciencias,2021,Castilla y Leon,1,0,Hombre,America Latina y Caribe,"8,52","6,42","5,9","8,09","7,23",0
0,Ciencias,2022,Castilla y Leon,1,0,Hombre,America Latina y Caribe,"8,52","6,42","5,9","8,1","7,24",0
0,Ciencias Sociales y Juridicas,2016,Castilla y Leon,1,0,Hombre,Norte de Africa,"4,41","6,4","9,21","5,86","6,47",0
1,Ciencias Sociales y Juridicas,2017,Castilla y Leon,1,0,Hombre,Norte de Africa,"4,41","6,4","9,21","5,87","6,47",0
1,Ciencias Sociales y Juridicas,2018,Castilla y Leon,1,0,Hombre,Norte de Africa,"4,41","6,41","9,22","5,87","6,48",0
0,Ciencias Sociales y Juridicas,2019,Castilla y Leon,1,0,Hombre,Norte de Africa,"4,41","6,41","9,22","5,87","6,48",0
0,Ciencias Sociales y Juridicas,2020,Castilla y Leon,1,0,Hombre,Norte de Africa,"4,42","6,41","9,23","5,88","6,48",0
